"miRNA"	"Count"
"hsa-miR-30a-5p"	0.17714
"hsa-miR-30a-5p"	3.011377
"hsa-miR-30a-5p"	2329.034386
"hsa-miR-30a-5p"	0.531419
"hsa-miR-30a-5p"	248.704311
"hsa-miR-30a-5p"	0.17714
"hsa-miR-30a-5p"	0.17714
"hsa-miR-30a-5p"	0.35428
"hsa-miR-30a-5p"	201.939398
"hsa-miR-30a-5p"	0.17714
"hsa-miR-30a-5p"	0.17714
"hsa-miR-30a-5p"	3.011377
"hsa-miR-30a-5p"	0.35428
"hsa-miR-30a-3p"	0.17714
"hsa-miR-30a-3p"	0.17714
"hsa-miR-30a-3p"	0.708559
"hsa-miR-30a-3p"	0.531419
"hsa-miR-30a-3p"	1.771398
"hsa-miR-30a-3p"	410.964388
"hsa-miR-30a-3p"	54.204786
"hsa-miR-30a-3p"	0.885699
"hsa-miR-30a-3p"	26.039554
"hsa-miR-30a-3p"	1233.956003
"hsa-miR-30a-3p"	3232.9789
"hsa-miR-30a-3p"	0.708559
"hsa-miR-30a-3p"	11.514088
"hsa-miR-30a-3p"	1088.701349
"hsa-miR-30a-3p"	3380.890652
"hsa-miR-30a-3p"	0.17714
"hsa-miR-30a-3p"	0.17714
"hsa-miR-30a-3p"	0.708559
"hsa-miR-30a-3p"	150.568849
"hsa-miR-30a-3p"	771.975346
"hsa-miR-30a-3p"	0.17714
"hsa-miR-30a-3p"	17.536842
"hsa-miR-30a-3p"	203.179376
"hsa-miR-30a-3p"	0.35428
"hsa-miR-30a-3p"	3.188517
"hsa-miR-30a-3p"	25.685274
"hsa-miR-30a-3p"	0.35428
"hsa-miR-30a-3p"	1.594258
"hsa-miR-30a-3p"	0.35428
"hsa-miR-30a-3p"	0.885699
"hsa-miR-30a-3p"	0.35428
"hsa-miR-31-5p"	0.531419
"hsa-miR-31-5p"	0.17714
"hsa-miR-32-5p"	0.17714
"hsa-miR-32-5p"	7.262733
"hsa-miR-32-5p"	7.971292
"hsa-miR-32-5p"	0.531419
"hsa-miR-32-5p"	0.35428
"hsa-miR-33a-5p"	0.35428
"hsa-miR-33a-5p"	0.531419
"hsa-miR-33a-5p"	17.536842
"hsa-miR-33a-5p"	6.022754
"hsa-miR-92a-3p"	0.885699
"hsa-miR-92a-3p"	0.17714
"hsa-miR-92a-3p"	0.708559
"hsa-miR-92a-3p"	4.251356
"hsa-miR-92a-3p"	25.153855
"hsa-miR-92a-3p"	3294.446419
"hsa-miR-92a-3p"	453.123666
"hsa-miR-92a-3p"	1.948538
"hsa-miR-92a-3p"	0.531419
"hsa-miR-92a-3p"	0.708559
"hsa-miR-92a-3p"	25.330995
"hsa-miR-92a-3p"	6.554173
"hsa-miR-92a-3p"	0.17714
"hsa-miR-92a-3p"	0.17714
"hsa-miR-92a-3p"	0.35428
"hsa-miR-92a-3p"	0.17714
"hsa-miR-92a-3p"	0.885699
"hsa-miR-92a-3p"	0.17714
"hsa-miR-92a-3p"	21.965338
"hsa-miR-92a-3p"	0.35428
"hsa-miR-92a-3p"	26.925253
"hsa-miR-92a-3p"	3295.686397
"hsa-miR-92a-3p"	0.17714
"hsa-miR-92a-3p"	26.216694
"hsa-miR-92a-3p"	2.657097
"hsa-miR-92a-3p"	0.708559
"hsa-miR-92a-3p"	0.17714
"hsa-miR-92a-3p"	0.531419
"hsa-miR-92a-3p"	0.17714
"hsa-miR-93-5p"	0.17714
"hsa-miR-93-5p"	0.17714
"hsa-miR-93-5p"	57.570442
"hsa-miR-93-5p"	0.35428
"hsa-miR-93-5p"	0.531419
"hsa-miR-93-5p"	0.17714
"hsa-miR-93-5p"	0.35428
"hsa-miR-93-5p"	15.765444
"hsa-miR-93-5p"	3459.717873
"hsa-miR-93-5p"	46.764913
"hsa-miR-93-5p"	71.918768
"hsa-miR-93-5p"	14.171186
"hsa-miR-93-5p"	0.708559
"hsa-miR-93-5p"	0.17714
"hsa-miR-93-5p"	0.17714
"hsa-miR-95-3p"	0.17714
"hsa-miR-95-3p"	4.605635
"hsa-miR-95-3p"	3.365657
"hsa-miR-95-3p"	2.302818
"hsa-miR-96-5p"	5.137055
"hsa-miR-96-5p"	4.428496
"hsa-miR-96-5p"	4.074216
"hsa-miR-98-5p"	0.17714
"hsa-miR-98-5p"	0.35428
"hsa-miR-98-5p"	5.668474
"hsa-miR-98-5p"	0.531419
"hsa-miR-98-5p"	13.108347
"hsa-miR-98-5p"	21.433919
"hsa-miR-98-5p"	2.302818
"hsa-miR-98-5p"	0.17714
"hsa-miR-99a-5p"	5.314195
"hsa-miR-99a-5p"	0.17714
"hsa-miR-99a-5p"	1.239979
"hsa-miR-99a-5p"	2.479958
"hsa-miR-99a-5p"	10.628389
"hsa-miR-99a-5p"	423.187036
"hsa-miR-99a-5p"	53.850506
"hsa-miR-99a-5p"	0.885699
"hsa-miR-99a-5p"	0.17714
"hsa-miR-99a-5p"	0.885699
"hsa-miR-100-5p"	1.062839
"hsa-miR-100-5p"	0.17714
"hsa-miR-100-5p"	11.691228
"hsa-miR-100-5p"	0.17714
"hsa-miR-100-5p"	1.594258
"hsa-miR-100-5p"	663.388635
"hsa-miR-100-5p"	0.17714
"hsa-miR-100-5p"	0.35428
"hsa-miR-100-5p"	0.531419
"hsa-miR-100-5p"	0.531419
"hsa-miR-100-5p"	23.913876
"hsa-miR-100-5p"	5813.374694
"hsa-miR-100-5p"	0.708559
"hsa-miR-100-5p"	0.531419
"hsa-miR-100-5p"	70.678789
"hsa-miR-100-5p"	14.171186
"hsa-miR-100-5p"	7.794152
"hsa-miR-100-5p"	0.885699
"hsa-miR-100-5p"	0.17714
"hsa-miR-101-3p"	0.531419
"hsa-miR-101-3p"	0.17714
"hsa-miR-101-3p"	0.35428
"hsa-miR-101-3p"	396.084643
"hsa-miR-101-3p"	1.062839
"hsa-miR-101-3p"	0.885699
"hsa-miR-101-3p"	0.17714
"hsa-miR-101-3p"	492.802986
"hsa-miR-101-3p"	131.969168
"hsa-miR-101-3p"	0.17714
"hsa-miR-101-3p"	0.531419
"hsa-miR-101-3p"	0.35428
"hsa-miR-101-3p"	3121.026532
"hsa-miR-101-3p"	1652.714544
"hsa-miR-101-3p"	14.348326
"hsa-miR-101-3p"	23.382457
"hsa-miR-101-3p"	2.125678
"hsa-miR-101-3p"	0.35428
"hsa-miR-101-3p"	0.17714
"hsa-miR-101-3p"	2.125678
"hsa-miR-101-3p"	22.142478
"hsa-miR-101-3p"	1668.125708
"hsa-miR-101-3p"	139.58618
"hsa-miR-101-3p"	0.885699
"hsa-miR-101-3p"	0.17714
"hsa-miR-101-3p"	0.17714
"hsa-miR-101-3p"	15.765444
"hsa-miR-101-3p"	3145.117548
"hsa-miR-101-3p"	502.545676
"hsa-miR-101-3p"	389.707609
"hsa-miR-101-3p"	52.433387
"hsa-miR-101-3p"	1.948538
"hsa-miR-101-3p"	0.708559
"hsa-miR-101-3p"	0.17714
"hsa-miR-101-3p"	0.17714
"hsa-miR-101-3p"	0.35428
"hsa-miR-101-3p"	0.531419
"hsa-miR-101-3p"	0.531419
"hsa-miR-101-3p"	0.35428
"hsa-miR-101-3p"	0.17714
"hsa-miR-101-3p"	0.531419
"hsa-miR-29b-3p"	0.708559
"hsa-miR-29b-3p"	366.502293
"hsa-miR-29b-3p"	12.045508
"hsa-miR-29b-3p"	1.594258
"hsa-miR-29b-3p"	44.107816
"hsa-miR-29b-3p"	8.856991
"hsa-miR-29b-3p"	19.83966
"hsa-miR-29b-3p"	3.188517
"hsa-miR-29b-3p"	17.005423
"hsa-miR-29b-3p"	3.188517
"hsa-miR-29b-3p"	0.17714
"hsa-miR-29b-3p"	0.35428
"hsa-miR-29b-3p"	0.35428
"hsa-miR-29b-3p"	0.35428
"hsa-miR-29b-3p"	365.085174
"hsa-miR-29b-3p"	13.994046
"hsa-miR-29b-3p"	1.062839
"hsa-miR-29b-3p"	44.993515
"hsa-miR-29b-3p"	11.336949
"hsa-miR-29b-3p"	18.953961
"hsa-miR-29b-3p"	4.074216
"hsa-miR-29b-3p"	0.17714
"hsa-miR-29b-3p"	15.942584
"hsa-miR-29b-3p"	2.125678
"hsa-miR-29b-3p"	0.17714
"hsa-miR-29b-3p"	0.17714
"hsa-miR-103a-3p"	0.885699
"hsa-miR-103a-3p"	0.17714
"hsa-miR-103a-3p"	1.948538
"hsa-miR-103a-3p"	29.93663
"hsa-miR-103a-3p"	0.17714
"hsa-miR-103a-3p"	0.17714
"hsa-miR-103a-3p"	0.17714
"hsa-miR-103a-3p"	1.948538
"hsa-miR-103a-3p"	0.708559
"hsa-miR-103a-3p"	68.730251
"hsa-miR-103a-3p"	1.417119
"hsa-miR-103a-3p"	5515.248373
"hsa-miR-103a-3p"	1.239979
"hsa-miR-103a-3p"	0.35428
"hsa-miR-103a-3p"	3.719936
"hsa-miR-103a-3p"	0.35428
"hsa-miR-103a-3p"	727.513251
"hsa-miR-103a-3p"	21.433919
"hsa-miR-103a-3p"	2.657097
"hsa-miR-103a-3p"	0.17714
"hsa-miR-103a-3p"	0.531419
"hsa-miR-103a-3p"	0.885699
"hsa-miR-103a-3p"	1.948538
"hsa-miR-103a-3p"	36.667943
"hsa-miR-103a-3p"	710.330688
"hsa-miR-103a-3p"	5516.842631
"hsa-miR-103a-3p"	23.736736
"hsa-miR-103a-3p"	2.657097
"hsa-miR-103a-3p"	0.17714
"hsa-miR-103a-3p"	2.479958
"hsa-miR-103a-3p"	0.17714
"hsa-miR-103a-3p"	0.17714
"hsa-miR-103a-3p"	2.834237
"hsa-miR-103a-3p"	67.667412
"hsa-miR-103a-3p"	1.771398
"hsa-miR-103a-3p"	0.531419
"hsa-miR-103a-3p"	0.885699
"hsa-miR-103a-3p"	0.17714
"hsa-miR-103a-3p"	3.542796
"hsa-miR-103a-3p"	0.35428
"hsa-miR-105-5p"	0.17714
"hsa-miR-105-5p"	0.17714
"hsa-miR-105-5p"	0.17714
"hsa-miR-105-5p"	0.35428
"hsa-miR-106a-5p"	3.188517
"hsa-miR-106a-5p"	7.085593
"hsa-miR-106a-5p"	0.17714
"hsa-miR-106a-5p"	0.17714
"hsa-miR-106a-5p"	0.17714
"hsa-miR-107"	0.35428
